,NAME,Income Diversity Index,Median Household Income,Median Household Value,state,county,tract,Tracts,Number of Hotels,Bus Stops,Point of Interests,Airbnb penetration,Population Density,Race Diversity Index,Bohemian Index,Talent Index,Proportion of Young People,Unemployment Ratio,Poverty by Income Percentage,Proportion of Owner Occupied Residences
104,Census Tract 712.01,0.6713,51140.0,842900.0,25,025,071201,Census Tract 712.01,0.0,20.0,24.0,13.0,70177.74009436164,0.3923536693451209,8.660202833633283,0.2917687408133268,0.20112689857912788,0.0698187163155316,0.3010242318261304,0.9913739987677141
105,Census Tract 801,0.5034,41836.0,651800.0,25,025,080100,Census Tract 801,2.0,44.0,16.0,9.0,9946.4636812621,0.40678565780665293,0.0,0.17,0.3439285714285714,0.030714285714285715,0.26981782373215163,0.910371318822023
106,Census Tract 803,0.5498,40063.0,345000.0,25,025,080300,Census Tract 803,0.0,14.0,5.0,3.0,5959.828173269231,0.41666682303392255,0.9932644916645191,0.3195454545454545,0.4627272727272727,0.053636363636363635,0.28884826325411334,0.9475277497477296
107,Census Tract 804.01,0.5106,21250.0,536000.0,25,025,080401,Census Tract 804.01,0.0,42.0,5.0,9.0,50592.45923419989,0.5245773731548666,5.280995326690263,0.11427590940288264,0.2083047357584077,0.04838709677419355,0.47940463828314295,0.8830486202365309
109,Census Tract 806.01,0.6074,14255.0,312500.0,25,025,080601,Census Tract 806.01,0.0,42.0,64.0,11.0,29645.268630178205,0.36397127252577455,4.103715577642134,0.06345957011258956,0.372057318321392,0.13382804503582396,0.48299319727891155,0.8715995647442872
111,Census Tract 809,0.4089,62315.0,550800.0,25,025,080900,Census Tract 809,0.0,18.0,30.0,17.0,4133.040221941239,0.4085670187217369,8.561061424589193,0.42773892773892774,0.7258158508158508,0.02768065268065268,0.30544177881802226,0.9261083743842364
113,Census Tract 811.01,0.4002,75291.0,377000.0,25,025,081101,Census Tract 811.01,0.0,14.0,6.0,9.0,1713.8659172544585,0.4015039144671192,7.663883461904161,0.6531275385865151,0.5670186839967506,0.016246953696181964,0.1471698113207547,0.8795518207282913
114,Census Tract 811.02,0.5115,64841.0,563700.0,25,025,081102,Census Tract 811.02,0.0,16.0,9.0,7.0,17876.61248467332,0.37720676486633936,1.3714453198572834,0.35617367706919945,0.4966078697421981,0.028833107191316147,0.34329971181556196,0.9291044776119403
115,Census Tract 812,0.5575,33393.0,618100.0,25,025,081200,Census Tract 812,0.0,12.0,19.0,11.0,52137.91887393559,0.49094468649269724,4.8359564937916275,0.1921441080810608,0.31098323742807105,0.08831623717788341,0.37302977232924694,0.9615384615384616
118,Census Tract 814,0.5703,49556.0,558900.0,25,025,081400,Census Tract 814,0.0,42.0,7.0,111.0,4735.637883232404,0.3876829997136183,8.315585730159286,0.332665999332666,0.3793793793793794,0.05305305305305305,0.20653987320653988,0.8810356892932121
119,Census Tract 815,0.4726,48155.0,414800.0,25,025,081500,Census Tract 815,0.0,14.0,0.0,17.0,7207.7993415307565,0.41893840120968945,4.681880712623874,0.23185960175497805,0.35167060411744855,0.0590617617279784,0.3527397260273973,0.9485500467726847
120,Census Tract 817,0.5062,29032.0,658100.0,25,025,081700,Census Tract 817,0.0,44.0,13.0,12.0,19418.940926811127,0.42550103746388074,1.532753327238649,0.16186880604058518,0.2524775837659273,0.04459650778669184,0.2574351653580776,0.9703808180535967
121,Census Tract 818,0.551,31250.0,412800.0,25,025,081800,Census Tract 818,0.0,24.0,0.0,28.0,6000.438466141209,0.4461191164163357,1.0500663250363695,0.08713692946058091,0.2007660389403128,0.05872965209064794,0.29300629764666886,0.8956294846705806
123,Census Tract 820,0.4876,65369.0,559400.0,25,025,082000,Census Tract 820,0.0,34.0,2.0,2.0,28578.90761392704,0.46552250141556406,1.6041221540381985,0.21089536138079829,0.2518878101402373,0.055825242718446605,0.25539374325782094,0.8973463687150838
124,Census Tract 821,0.5328,24573.0,641600.0,25,025,082100,Census Tract 821,0.0,22.0,2.0,2.0,15828.055420016513,0.47241374734534286,0.0,0.11845018450184502,0.296309963099631,0.033763837638376384,0.20645756457564576,0.9294763513513513
125,Census Tract 901,0.4925,33069.0,490600.0,25,025,090100,Census Tract 901,0.0,26.0,1.0,15.0,4937.7070798781215,0.4903536321054924,2.3256261260789515,0.0888468809073724,0.2665406427221172,0.05141776937618148,0.28790170132325144,0.9120728929384966
126,Census Tract 902,0.4969,28462.0,616400.0,25,025,090200,Census Tract 902,0.0,32.0,7.0,8.0,6618.013223235982,0.5060528151513782,1.8895352937845427,0.09000414765657404,0.24637080049771878,0.04355039402737453,0.53836582330983,0.9147869674185464
127,Census Tract 903,0.5024,32247.0,483700.0,25,025,090300,Census Tract 903,0.0,18.0,4.0,2.0,13348.258001482121,0.5349085104182404,0.0,0.085965483555845,0.2732009117551286,0.041028980788016936,0.27580592640833607,0.890894819466248
128,Census Tract 904,0.4919,47955.0,398300.0,25,025,090400,Census Tract 904,0.0,10.0,4.0,8.0,33506.1338926318,0.48785204234972823,4.279890021479313,0.10532276330690826,0.19932049830124576,0.06840317100792752,0.22695356738391845,0.9101639344262296
129,Census Tract 906,0.4994,44667.0,455600.0,25,025,090600,Census Tract 906,0.0,12.0,1.0,18.0,4425.980302457279,0.41159763689641027,0.6399707161817362,0.10315949752569471,0.2805481537875904,0.0791777693186144,0.198000768935025,0.908315565031983
130,Census Tract 907,0.446,87368.0,628800.0,25,025,090700,Census Tract 907,2.0,70.0,63.0,92.0,15169.937176840807,0.4223518281218189,10.413953857424083,0.4263183834401183,0.39576145884672254,0.023164120256283883,0.14070970921636275,0.8434108527131783
132,Census Tract 910.01,0.3876,104821.0,546300.0,25,025,091001,Census Tract 910.01,0.0,22.0,17.0,20.0,11375.382555336206,0.3682433646834462,5.57654171196624,0.46825396825396826,0.3344155844155844,0.04184704184704185,0.04184704184704185,0.8436137071651091
133,Census Tract 911,0.4431,89267.0,568300.0,25,025,091100,Census Tract 911,0.0,12.0,11.0,47.0,14328.937877431998,0.3685781344901503,3.7602819436541712,0.4425065909551815,0.39991888055161223,0.032244980734131005,0.09754613668627053,0.9168612797758057
134,Census Tract 912,0.4561,101773.0,621400.0,25,025,091200,Census Tract 912,0.0,8.0,14.0,20.0,16580.67542230919,0.3744843956413059,5.1008161223677915,0.3315625,0.2709375,0.0403125,0.23328100470957613,0.9538816295157571
135,Census Tract 913,0.5167,43151.0,507700.0,25,025,091300,Census Tract 913,0.0,12.0,3.0,7.0,6702.796317472028,0.40452543805597896,1.513124526277352,0.11924610366074664,0.3106197897789054,0.03189561435302646,0.23051830373323667,0.9035369774919614
136,Census Tract 914,0.6011,45486.0,393700.0,25,025,091400,Census Tract 914,0.0,10.0,0.0,8.0,4481.888515594699,0.4738819431443002,0.5307757127332274,0.14294276296074318,0.2112676056338028,0.054240335630806116,0.19086263901412684,0.9322469982847341
137,Census Tract 915,0.6064,53380.0,596500.0,25,025,091500,Census Tract 915,0.0,34.0,2.0,15.0,35776.69045345379,0.4229149752369181,2.649996732514992,0.16498316498316498,0.26704545454545453,0.08333333333333333,0.2779882154882155,0.8940066592674806
138,Census Tract 916,0.4359,61299.0,389200.0,25,025,091600,Census Tract 916,0.0,16.0,0.0,17.0,8643.855424272133,0.34749099895236696,0.0,0.15368346845259076,0.22065562213605922,0.02855128657032076,0.20655622136059218,0.8792517006802721
139,Census Tract 917,0.4325,54564.0,503000.0,25,025,091700,Census Tract 917,0.0,14.0,1.0,6.0,2708.56586185749,0.45407230865900877,3.478819129239467,0.1438278595696489,0.2655719139297848,0.05492638731596829,0.1977707916547585,0.8756708407871199
140,Census Tract 918,0.5099,35997.0,413000.0,25,025,091800,Census Tract 918,0.0,20.0,0.0,14.0,1686.5280039131565,0.40653632656284755,1.0458634733659655,0.051926298157453935,0.21915131211613623,0.0664433277498604,0.30760595004209934,0.9381898454746137
141,Census Tract 919,0.4941,51534.0,450000.0,25,025,091900,Census Tract 919,0.0,22.0,0.0,7.0,17937.325312979545,0.46558305904313046,3.3379679191998215,0.11057375247307101,0.2851176082655529,0.045944163552429106,0.24143302180685358,0.8702633269107257
142,Census Tract 920,0.4631,57000.0,444400.0,25,025,092000,Census Tract 920,0.0,16.0,0.0,11.0,17390.179890894495,0.39334998896888085,3.5921184599117413,0.17688919010504914,0.26516435106743474,0.061504574720433754,0.1772087502119722,0.9327024185068349
143,Census Tract 921.01,0.4824,55769.0,569000.0,25,025,092101,Census Tract 921.01,0.0,48.0,21.0,11.0,4981.213206723605,0.35597452367352955,4.580588675151909,0.20324047754405913,0.2947697555429221,0.03595793064241046,0.1613136574074074,0.9195594125500668
144,Census Tract 922,0.432,80375.0,608400.0,25,025,092200,Census Tract 922,0.0,22.0,11.0,18.0,1839.4451775474977,0.36701567558974063,2.07233074761631,0.24095347501435957,0.1530729465824239,0.021826536473291212,0.08440797186400938,0.9615713065755764
145,Census Tract 923,0.421,72171.0,432400.0,25,025,092300,Census Tract 923,0.0,14.0,2.0,5.0,5866.940929238621,0.4537087253007135,3.2477438960007303,0.11126720989041866,0.23855015453779152,0.039617870188255126,0.13049645390070921,0.911965811965812
146,Census Tract 924,0.5101,31909.0,602800.0,25,025,092400,Census Tract 924,0.0,24.0,4.0,9.0,7900.048539130908,0.5145724733795394,0.0,0.07262482391610581,0.25356080763812805,0.030364689309751135,0.3579589920175301,0.9238556338028169
147,Census Tract 1001,0.5083,31071.0,310300.0,25,025,100100,Census Tract 1001,0.0,38.0,8.0,0.0,11338.383865993133,0.4803717402186096,5.609666248336496,0.10279043280182232,0.3001138952164009,0.05808656036446469,0.2490238611713666,0.9304386353566682
148,Census Tract 1002,0.3969,61221.0,464700.0,25,025,100200,Census Tract 1002,0.0,14.0,0.0,1.0,2673.6857085309707,0.4796687518536422,0.0,0.10177108115252445,0.23473433782712133,0.06238435104414486,0.19898504273504272,0.9401408450704225
149,Census Tract 1003,0.4938,68209.0,426200.0,25,025,100300,Census Tract 1003,0.0,28.0,2.0,3.0,3656.735324198937,0.458760809484755,0.0,0.10023419203747072,0.2433255269320843,0.04613583138173302,0.1739952718676123,0.9689754689754689
150,Census Tract 1004,0.4822,89556.0,453100.0,25,025,100400,Census Tract 1004,0.0,42.0,4.0,16.0,14390.870648924893,0.41902436047316266,1.4118211946933696,0.22111245049078698,0.1918374375753401,0.04442913724814879,0.30068217596641594,0.937439379243453
151,Census Tract 1005,0.5587,39466.0,430200.0,25,025,100500,Census Tract 1005,0.0,64.0,7.0,43.0,20446.28908659212,0.3755839642404964,4.302548600201796,0.2497836746466686,0.25021632535333144,0.04441880588404961,0.2821465735097369,0.9353306540007307
152,Census Tract 1006.01,0.3625,92714.0,416200.0,25,025,100601,Census Tract 1006.01,0.0,22.0,4.0,11.0,3867.9036255961864,0.33984857788563183,11.187866498303633,0.3496982547708367,0.36437775240580655,0.04518023160985157,0.09549727857496289,0.9308652988403211
153,Census Tract 1006.03,0.3387,92411.0,584000.0,25,025,100603,Census Tract 1006.03,5.0,14.0,27.0,5.0,4754.064131602622,0.4289558270775094,2.7505785923017454,0.39590443686006827,0.36713798147245247,0.03169185763042418,0.04583130180399805,0.9374313940724479
154,Census Tract 1007,0.4883,113603.0,577700.0,25,025,100700,Census Tract 1007,0.0,46.0,29.0,5.0,32750.874119944605,0.4444336693129216,7.329018639165134,0.2894792325532363,0.17436221800548177,0.03373392367699768,0.07084123972169513,0.8888888888888888
155,Census Tract 1008,0.447,82054.0,505900.0,25,025,100800,Census Tract 1008,0.0,74.0,19.0,10.0,22456.98875101281,0.39275485667409704,5.302368541416201,0.3568352209283777,0.24788642526718774,0.024405806348699953,0.09937789121071941,0.9704182250935056
156,Census Tract 1009,0.4208,93359.0,457100.0,25,025,100900,Census Tract 1009,0.0,70.0,3.0,16.0,10855.339644443113,0.366616565559527,2.704379553809687,0.2344049393229721,0.2005535448158399,0.03576751117734724,0.06659528907922913,0.918547055586131
157,Census Tract 1010.01,0.5809,75168.0,420300.0,25,025,101001,Census Tract 1010.01,0.0,46.0,14.0,9.0,7126.058156006953,0.4827734519631164,0.8338667226738645,0.12272660062102617,0.2154369362708857,0.05411799497264527,0.1319910514541387,0.8693486590038314
158,Census Tract 1010.02,0.4588,44886.0,359900.0,25,025,101002,Census Tract 1010.02,0.0,24.0,4.0,14.0,24554.905799820695,0.4551452443537411,3.1228479114845658,0.11147380447200914,0.23045536151460747,0.06463195691202872,0.23451473998012587,0.9872773536895675
159,Census Tract 1011.01,0.4237,50473.0,415500.0,25,025,101101,Census Tract 1011.01,0.0,12.0,0.0,4.0,15900.102877412797,0.46782584790597614,0.0,0.15503875968992248,0.23496391339214115,0.07056936647955092,0.136327185244587,0.9195402298850575
160,Census Tract 1011.02,0.4564,48859.0,433300.0,25,025,101102,Census Tract 1011.02,0.0,20.0,5.0,2.0,18703.75575266478,0.48754814264465784,1.4294801138645452,0.10241635687732342,0.22323420074349443,0.070817843866171,0.22230483271375465,0.9078125
161,Census Tract 1101.04,0.4613,47324.0,628800.0,25,025,110104,Census Tract 1101.04,0.0,18.0,5.0,7.0,1612.733305977113,0.4309804449295212,0.0,0.17125803489439853,0.16942148760330578,0.0780532598714417,0.0743801652892562,0.8650568181818182
162,Census Tract 1101.05,0.3294,109412.0,550600.0,25,025,110105,Census Tract 1101.05,0.0,14.0,40.0,14.0,2832.557217896483,0.38873473020031596,9.068168109069376,0.6874573960463531,0.4938650306748466,0.015678254942058625,0.08384458077709611,1.0
163,Census Tract 1101.06,0.3782,83717.0,640800.0,25,025,110106,Census Tract 1101.06,0.0,12.0,5.0,4.0,23970.328284703148,0.40751289767841786,4.812069420792324,0.4365207995678012,0.24203133441383037,0.03727714748784441,0.06699081577525662,1.0
164,Census Tract 1102.01,0.4733,55240.0,417300.0,25,025,110201,Census Tract 1102.01,0.0,24.0,5.0,7.0,1059.5686659853845,0.4568782105879467,3.6354500872138864,0.16443949517446177,0.18151447661469933,0.060133630289532294,0.12435040831477358,0.9536354056902002
165,Census Tract 1103.01,0.4303,71641.0,436600.0,25,025,110301,Census Tract 1103.01,0.0,26.0,7.0,10.0,1936.1165876041514,0.4017281353525895,3.057478965961732,0.3132048017460895,0.20407420880320115,0.031647871953437615,0.08363903154805576,0.9472196041470311
166,Census Tract 1104.01,0.4817,73059.0,445700.0,25,025,110401,Census Tract 1104.01,0.0,18.0,4.0,6.0,23872.205378487666,0.43666349902675716,11.073667762441621,0.34496030791436133,0.23646860716863122,0.023334135193649266,0.18643252345441425,0.9783180026281209
167,Census Tract 1104.03,0.4213,108194.0,509200.0,25,025,110403,Census Tract 1104.03,0.0,32.0,1.0,8.0,3658.2089272619824,0.42929101466982333,14.02416562084124,0.3931351027738974,0.16942726002793854,0.013370584713630014,0.06405907004589902,0.9831632653061224
168,Census Tract 1105.01,0.4197,103994.0,542400.0,25,025,110501,Census Tract 1105.01,0.0,10.0,0.0,5.0,1996.6606467307859,0.4583369834687539,15.699642749804834,0.46327047565437657,0.2313537855333521,0.016887137630171686,0.06839290740219532,0.9844082211197732
169,Census Tract 1105.02,0.3828,101402.0,471200.0,25,025,110502,Census Tract 1105.02,0.0,36.0,3.0,9.0,28324.739411135895,0.43692026723303506,7.563141671255654,0.4069319640564827,0.23256311510483527,0.007274283269148481,0.05055938037865749,0.9495217853347503
170,Census Tract 1106.01,0.4213,110163.0,618100.0,25,025,110601,Census Tract 1106.01,0.0,42.0,0.0,3.0,20317.2456012025,0.4619777057830155,2.6738598533309745,0.5227062094531975,0.09607661414890331,0.012666048810627124,0.033388429752066115,0.9767282683093771
171,Census Tract 1106.07,0.3034,116838.0,554500.0,25,025,110607,Census Tract 1106.07,0.0,70.0,5.0,15.0,15787.21725581475,0.47222989346578786,6.277113449016302,0.541029466616934,0.25531518090264826,0.023125699365908244,0.016240839770251536,0.9293351929335193
172,Census Tract 1201.03,0.3908,188462.0,876000.0,25,025,120103,Census Tract 1201.03,0.0,10.0,53.0,12.0,1805.5186678879425,0.4574953435707777,6.903230268909715,0.6967488789237668,0.16704035874439463,0.01233183856502242,0.008968609865470852,0.9932885906040269
173,Census Tract 1201.04,0.4174,106929.0,583900.0,25,025,120104,Census Tract 1201.04,0.0,12.0,3.0,13.0,1792.369808742876,0.4504402873675119,9.731477424662504,0.5936599423631124,0.28200905722519554,0.022231370934540962,0.07451626183614657,0.9563279857397504
174,Census Tract 1201.05,0.4261,156875.0,859200.0,25,025,120105,Census Tract 1201.05,0.0,14.0,4.0,8.0,2100.07993885304,0.4274311699142371,10.882050976210238,0.5635294117647058,0.12196078431372549,0.02862745098039216,0.08940852819807428,0.9684106614017769
175,Census Tract 1202.01,0.54,91646.0,504300.0,25,025,120201,Census Tract 1202.01,0.0,24.0,41.0,12.0,5149.214832354849,0.391073752358644,8.064910508363498,0.5462544589774079,0.4090368608799049,0.023067776456599288,0.1248513674197384,0.9530583214793741
176,Census Tract 1203.01,0.3927,102835.0,570900.0,25,025,120301,Census Tract 1203.01,0.0,22.0,25.0,25.0,10536.71400521018,0.41111092631625373,10.796948831131079,0.4906832298136646,0.34413819875776397,0.025427018633540372,0.15055499495459132,0.9680601221230625
177,Census Tract 1204,0.4304,113065.0,676100.0,25,025,120400,Census Tract 1204,0.0,26.0,109.0,42.0,25363.074081300685,0.424419337847206,6.094333079109458,0.6578906851424172,0.292378752886836,0.024942263279445726,0.056847133757961785,0.985545335085414
179,Census Tract 1206,0.37,122071.0,687500.0,25,025,120600,Census Tract 1206,0.0,6.0,13.0,18.0,7157.342087646793,0.42343251873307886,8.83603498654159,0.6347305389221557,0.4438622754491018,0.008607784431137725,0.023952095808383235,0.9810017271157168
180,Census Tract 1207,0.368,101944.0,553500.0,25,025,120700,Census Tract 1207,0.0,16.0,9.0,9.0,25324.9556107587,0.4108040739203502,0.6005948658933266,0.5886556498436802,0.3363108530594015,0.014292094685127288,0.05493523894595802,0.938894277400582
181,Census Tract 1301.01,0.3155,130881.0,544500.0,25,025,130101,Census Tract 1301.01,0.0,82.0,12.0,10.0,23495.894997843377,0.42503672342075327,1.4795141818347801,0.5028215028215028,0.20775170775170776,0.031482031482031485,0.034523987445822746,0.9254473161033797
182,Census Tract 1302,0.4017,126659.0,617200.0,25,025,130200,Census Tract 1302,0.0,50.0,8.0,3.0,44174.940522600285,0.46604548629070197,4.907831023370881,0.5347648261758691,0.1719836400817996,0.025971370143149285,0.06979642708766098,0.9703703703703703
183,Census Tract 1303,0.416,132344.0,661500.0,25,025,130300,Census Tract 1303,0.0,48.0,9.0,5.0,8991.424702916453,0.4747270359497743,5.206335016618919,0.5429599640125956,0.18443544759334232,0.049257759784075573,0.021592442645074223,0.9244372990353698
184,Census Tract 1304.02,0.465,98102.0,542100.0,25,025,130402,Census Tract 1304.02,0.0,62.0,14.0,15.0,16127.582349584396,0.40967338774879464,2.6588639335415274,0.42844491675522495,0.2038611406305349,0.025150549061282324,0.03365214311016649,1.0
185,Census Tract 1304.04,0.438,77841.0,441900.0,25,025,130404,Census Tract 1304.04,0.0,52.0,23.0,7.0,4802.8309964127575,0.38517366806426906,1.6788951704247062,0.312021312021312,0.20013320013320013,0.02197802197802198,0.08524477918521055,0.9603746397694525
186,Census Tract 1304.06,0.4203,49488.0,494700.0,25,025,130406,Census Tract 1304.06,0.0,32.0,1.0,3.0,13833.03448065067,0.3927100498246621,1.0466511829316638,0.20588718960697253,0.17776681466864003,0.019898043085018913,0.1715280079549221,0.9590927501012556
187,Census Tract 1401.02,0.3951,102924.0,426600.0,25,025,140102,Census Tract 1401.02,0.0,100.0,7.0,1.0,54147.49730967698,0.39517630187613834,5.340367127753181,0.2303592917311329,0.20405707409317517,0.054495444387141136,0.07099879663056559,0.9757255936675462
188,Census Tract 1401.05,0.4271,86543.0,410000.0,25,025,140105,Census Tract 1401.05,0.0,40.0,5.0,3.0,27580.704562749743,0.43590130460533816,7.450143810096874,0.22254641909814324,0.17984084880636605,0.015649867374005304,0.09681697612732096,0.9627465303140978
189,Census Tract 1401.06,0.5451,38939.0,548800.0,25,025,140106,Census Tract 1401.06,0.0,6.0,2.0,1.0,3892.9435486682314,0.42800159358357104,2.400681668899403,0.14340918849291542,0.21768999570631173,0.036066981537140406,0.231859167024474,0.9228039041703638
190,Census Tract 1401.07,0.4125,78098.0,400000.0,25,025,140107,Census Tract 1401.07,0.0,32.0,0.0,4.0,8654.77194007512,0.4180971265290676,1.6094273032972153,0.26324135743736127,0.1649222962258167,0.029495718363463368,0.09438775510204081,0.9476394849785408
191,Census Tract 1402.01,0.3281,93500.0,489600.0,25,025,140201,Census Tract 1402.01,0.0,22.0,13.0,7.0,1051.1655676996575,0.3854705082572034,10.875404434157279,0.22297538351765964,0.2033535497681056,0.019265073135925792,0.07313592579379237,0.9481915933528837
192,Census Tract 1402.02,0.5171,86553.0,471500.0,25,025,140202,Census Tract 1402.02,0.0,56.0,2.0,14.0,25474.87668798734,0.44103523192099514,0.4716696142033679,0.22581611260856543,0.2168313866427074,0.04043126684636118,0.1091703056768559,0.9818264425261245
193,Census Tract 1403,0.3889,68472.0,422200.0,25,025,140300,Census Tract 1403,0.0,64.0,17.0,13.0,23265.667095602974,0.4421594959122778,2.4593862812225193,0.2201676200611946,0.262072635359851,0.11932951975522149,0.1661975606487066,0.9651567944250871
194,Census Tract 1404,0.4596,62910.0,381900.0,25,025,140400,Census Tract 1404,0.0,52.0,1.0,8.0,15149.810908105992,0.45806844787900797,0.0,0.19166406818418044,0.19997921214011016,0.038145722897827666,0.15546218487394958,0.9750788643533123
